1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	1.000000 	
0.000000 	0.206753 	0.357310 	0.464354 	0.542313 	0.601063 	0.646637 	0.682819 	0.712098 	0.736182 	0.756281 	0.773272 	0.787806 	0.800372 	0.811342 	0.821003 	0.829581 	0.837253 	0.844161 	0.850419 	0.856118 	0.861336 	0.866135 	0.870566 	0.874675 	0.878497 	0.882065 	0.885405 	0.888539 	0.891489 	0.894271 	0.896900 	0.899390 	0.901751 	0.903994 	0.906128 	0.908160 	0.910098 	0.911947 	0.913714 	0.915402 	0.917015 	0.918558 	0.920033 	0.921444 	0.922792 	0.924079 	0.925306 	0.926476 	0.927589 	0.928644 	0.929643 	0.930586 	0.931471 	0.932298 	0.933066 	0.933774 	0.934420 	0.935002 	0.935517 	0.935962 	0.936334 	0.936630 	0.936846 	0.936975 	0.937014 	0.936956 	0.936795 	0.936523 	0.936132 	0.935613 	0.934956 	0.934148 	0.933177 	0.932027 	0.930683 	0.929124 	0.927328 	0.925268 	0.922915 	0.920232 	0.917174 	0.913690 	0.909713 	0.905162 	0.899935 	0.893898 	0.886881 	0.878657 	0.868921 	0.857262 	0.843114 	0.825688 	0.803878 	0.776122 	0.740217 	0.693114 	0.630855 	0.549430 	0.454976 	0.000000 	
0.000000 	0.027177 	0.095463 	0.176184 	0.253326 	0.321801 	0.380972 	0.431678 	0.475116 	0.512457 	0.544727 	0.572789 	0.597351 	0.618994 	0.638190 	0.655321 	0.670703 	0.684590 	0.697197 	0.708696 	0.719233 	0.728931 	0.737891 	0.746199 	0.753930 	0.761146 	0.767901 	0.774240 	0.780205 	0.785831 	0.791147 	0.796180 	0.800955 	0.805491 	0.809807 	0.813919 	0.817841 	0.821586 	0.825165 	0.828588 	0.831863 	0.834999 	0.838001 	0.840876 	0.843629 	0.846264 	0.848784 	0.851193 	0.853493 	0.855685 	0.857771 	0.859751 	0.861624 	0.863391 	0.865050 	0.866599 	0.868036 	0.869357 	0.870559 	0.871638 	0.872588 	0.873403 	0.874077 	0.874603 	0.874971 	0.875172 	0.875195 	0.875028 	0.874658 	0.874070 	0.873245 	0.872167 	0.870813 	0.869158 	0.867176 	0.864835 	0.862100 	0.858928 	0.855272 	0.851075 	0.846269 	0.840774 	0.834493 	0.827306 	0.819064 	0.809584 	0.798629 	0.785897 	0.770999 	0.753425 	0.732508 	0.707372 	0.676877 	0.639565 	0.593656 	0.537182 	0.468530 	0.387908 	0.300656 	0.224259 	0.000000 	
0.000000 	-0.011683 	0.003084 	0.042308 	0.093620 	0.148198 	0.201336 	0.250905 	0.296154 	0.337020 	0.373758 	0.406746 	0.436398 	0.463112 	0.487252 	0.509143 	0.529067 	0.547269 	0.563960 	0.579322 	0.593508 	0.606654 	0.618874 	0.630268 	0.640921 	0.650907 	0.660292 	0.669133 	0.677478 	0.685372 	0.692853 	0.699954 	0.706706 	0.713135 	0.719265 	0.725116 	0.730708 	0.736057 	0.741177 	0.746083 	0.750784 	0.755293 	0.759617 	0.763764 	0.767741 	0.771555 	0.775209 	0.778708 	0.782055 	0.785252 	0.788301 	0.791202 	0.793955 	0.796560 	0.799014 	0.801316 	0.803462 	0.805447 	0.807268 	0.808917 	0.810387 	0.811672 	0.812760 	0.813643 	0.814309 	0.814743 	0.814932 	0.814858 	0.814503 	0.813846 	0.812864 	0.811530 	0.809815 	0.807686 	0.805103 	0.802024 	0.798399 	0.794170 	0.789271 	0.783623 	0.777133 	0.769691 	0.761163 	0.751389 	0.740168 	0.727256 	0.712347 	0.695056 	0.674901 	0.651277 	0.623431 	0.590441 	0.551230 	0.504627 	0.449583 	0.385650 	0.313947 	0.238733 	0.169000 	0.117399 	0.000000 	
0.000000 	-0.017243 	-0.025175 	-0.013938 	0.012618 	0.048278 	0.088121 	0.128949 	0.168885 	0.206926 	0.242606 	0.275773 	0.306453 	0.334768 	0.360886 	0.384990 	0.407265 	0.427886 	0.447014 	0.464798 	0.481371 	0.496851 	0.511344 	0.524943 	0.537731 	0.549781 	0.561160 	0.571925 	0.582127 	0.591812 	0.601020 	0.609789 	0.618150 	0.626133 	0.633764 	0.641065 	0.648058 	0.654761 	0.661191 	0.667363 	0.673290 	0.678983 	0.684453 	0.689708 	0.694758 	0.699607 	0.704262 	0.708728 	0.713008 	0.717103 	0.721017 	0.724750 	0.728301 	0.731670 	0.734854 	0.737850 	0.740654 	0.743261 	0.745664 	0.747857 	0.749830 	0.751574 	0.753078 	0.754328 	0.755310 	0.756008 	0.756404 	0.756476 	0.756203 	0.755558 	0.754512 	0.753033 	0.751085 	0.748625 	0.745607 	0.741978 	0.737675 	0.732629 	0.726757 	0.719963 	0.712134 	0.703136 	0.692811 	0.680965 	0.667368 	0.651736 	0.633727 	0.612923 	0.588822 	0.560824 	0.528240 	0.490318 	0.446327 	0.395738 	0.338572 	0.275982 	0.211063 	0.149546 	0.099144 	0.065038 	0.000000 	
0.000000 	-0.015337 	-0.030694 	-0.034417 	-0.025143 	-0.005658 	0.020564 	0.050610 	0.082369 	0.114429 	0.145898 	0.176246 	0.205186 	0.232585 	0.258414 	0.282702 	0.305514 	0.326933 	0.347052 	0.365964 	0.383762 	0.400532 	0.416356 	0.431309 	0.445461 	0.458874 	0.471607 	0.483711 	0.495233 	0.506216 	0.516698 	0.526715 	0.536297 	0.545474 	0.554270 	0.562710 	0.570813 	0.578599 	0.586084 	0.593284 	0.600213 	0.606881 	0.613300 	0.619480 	0.625427 	0.631150 	0.636653 	0.641941 	0.647018 	0.651886 	0.656547 	0.661001 	0.665248 	0.669286 	0.673111 	0.676722 	0.680111 	0.683274 	0.686203 	0.688889 	0.691322 	0.693491 	0.695383 	0.696982 	0.698272 	0.699233 	0.699845 	0.700084 	0.699923 	0.699332 	0.698278 	0.696723 	0.694624 	0.691934 	0.688598 	0.684554 	0.679732 	0.674049 	0.667413 	0.659714 	0.650825 	0.640595 	0.628847 	0.615374 	0.599925 	0.582206 	0.561871 	0.538513 	0.511671 	0.480838 	0.445495 	0.405188 	0.359664 	0.309106 	0.254494 	0.198056 	0.143637 	0.096478 	0.061392 	0.038268 	0.000000 	
0.000000 	-0.012293 	-0.028737 	-0.039290 	-0.040460 	-0.032611 	-0.017606 	0.002461 	0.025768 	0.050903 	0.076836 	0.102854 	0.128477 	0.153399 	0.177434 	0.200483 	0.222501 	0.243486 	0.263456 	0.282448 	0.300507 	0.317681 	0.334022 	0.349582 	0.364408 	0.378549 	0.392048 	0.404948 	0.417286 	0.429100 	0.440421 	0.451281 	0.461706 	0.471723 	0.481354 	0.490622 	0.499544 	0.508139 	0.516422 	0.524408 	0.532110 	0.539538 	0.546703 	0.553614 	0.560277 	0.566701 	0.572889 	0.578846 	0.584575 	0.590079 	0.595357 	0.600411 	0.605239 	0.609837 	0.614205 	0.618335 	0.622223 	0.625862 	0.629243 	0.632356 	0.635190 	0.637732 	0.639966 	0.641876 	0.643444 	0.644647 	0.645462 	0.645863 	0.645820 	0.645299 	0.644262 	0.642669 	0.640471 	0.637615 	0.634042 	0.629682 	0.624457 	0.618278 	0.611044 	0.602635 	0.592914 	0.581724 	0.568878 	0.554164 	0.537331 	0.518096 	0.496135 	0.471094 	0.442599 	0.410290 	0.373880 	0.333257 	0.288643 	0.240821 	0.191410 	0.143081 	0.099501 	0.064564 	0.040385 	0.024030 	0.000000 	
0.000000 	-0.009571 	-0.024776 	-0.037768 	-0.044616 	-0.044361 	-0.037632 	-0.025682 	-0.009850 	0.008671 	0.028913 	0.050129 	0.071763 	0.093415 	0.114805 	0.135741 	0.156099 	0.175803 	0.194812 	0.213109 	0.230695 	0.247582 	0.263790 	0.279344 	0.294273 	0.308604 	0.322366 	0.335590 	0.348303 	0.360531 	0.372301 	0.383636 	0.394558 	0.405089 	0.415248 	0.425053 	0.434520 	0.443664 	0.452500 	0.461038 	0.469292 	0.477270 	0.484981 	0.492433 	0.499633 	0.506586 	0.513296 	0.519768 	0.526002 	0.532001 	0.537764 	0.543291 	0.548580 	0.553627 	0.558429 	0.562979 	0.567272 	0.571298 	0.575048 	0.578512 	0.581676 	0.584527 	0.587046 	0.589217 	0.591019 	0.592427 	0.593417 	0.593959 	0.594020 	0.593565 	0.592552 	0.590937 	0.588668 	0.585688 	0.581931 	0.577325 	0.571786 	0.565221 	0.557520 	0.548561 	0.538204 	0.526287 	0.512626 	0.497014 	0.479217 	0.458978 	0.436022 	0.410072 	0.380871 	0.348236 	0.312123 	0.272746 	0.230716 	0.187222 	0.144174 	0.104200 	0.070305 	0.044917 	0.028216 	0.016120 	0.000000 	
0.000000 	-0.007404 	-0.020693 	-0.033938 	-0.043495 	-0.047831 	-0.046796 	-0.040967 	-0.031203 	-0.018403 	-0.003376 	0.013196 	0.030764 	0.048902 	0.067285 	0.085670 	0.103881 	0.121793 	0.139318 	0.156398 	0.172998 	0.189097 	0.204688 	0.219772 	0.234356 	0.248452 	0.262072 	0.275233 	0.287951 	0.300245 	0.312130 	0.323623 	0.334742 	0.345501 	0.355914 	0.365997 	0.375761 	0.385219 	0.394382 	0.403259 	0.411859 	0.420191 	0.428262 	0.436078 	0.443643 	0.450962 	0.458039 	0.464875 	0.471472 	0.477830 	0.483947 	0.489823 	0.495455 	0.500837 	0.505966 	0.510834 	0.515434 	0.519756 	0.523791 	0.527524 	0.530944 	0.534033 	0.536774 	0.539147 	0.541130 	0.542698 	0.543823 	0.544473 	0.544615 	0.544209 	0.543212 	0.541576 	0.539247 	0.536165 	0.532262 	0.527460 	0.521675 	0.514808 	0.506750 	0.497376 	0.486549 	0.474109 	0.459884 	0.443681 	0.425293 	0.404507 	0.381111 	0.354921 	0.325812 	0.293778 	0.259002 	0.221960 	0.183538 	0.145127 	0.108654 	0.076413 	0.050595 	0.032392 	0.020793 	0.011491 	0.000000 	
0.000000 	-0.005730 	-0.017067 	-0.029562 	-0.040092 	-0.046979 	-0.049642 	-0.048189 	-0.043086 	-0.034942 	-0.024379 	-0.011965 	0.001807 	0.016530 	0.031874 	0.047580 	0.063444 	0.079311 	0.095065 	0.110617 	0.125906 	0.140887 	0.155528 	0.169812 	0.183726 	0.197267 	0.210435 	0.223233 	0.235666 	0.247744 	0.259474 	0.270865 	0.281929 	0.292675 	0.303112 	0.313250 	0.323097 	0.332663 	0.341955 	0.350981 	0.359746 	0.368257 	0.376518 	0.384535 	0.392310 	0.399846 	0.407144 	0.414207 	0.421033 	0.427621 	0.433970 	0.440077 	0.445938 	0.451547 	0.456899 	0.461986 	0.466798 	0.471326 	0.475558 	0.479481 	0.483079 	0.486335 	0.489231 	0.491745 	0.493853 	0.495529 	0.496744 	0.497464 	0.497654 	0.497272 	0.496273 	0.494609 	0.492221 	0.489049 	0.485021 	0.480061 	0.474080 	0.466982 	0.458658 	0.448986 	0.437832 	0.425051 	0.410482 	0.393960 	0.375314 	0.354380 	0.331022 	0.305155 	0.276785 	0.246064 	0.213364 	0.179350 	0.145057 	0.111918 	0.081693 	0.056217 	0.036909 	0.024045 	0.015974 	0.008610 	0.000000 	
